"filename","id","var_name_orig","class_orig","label_orig","n_labels","n_valid_labels","n_na_labels"
"ABI_English.sav","Arab_Barometer_1","q2015","retroharmonize_labelled_spss_survey","q201 5 i'm going to name a number of institutions for each one, please tell me",6,6,0
"ABI_English.sav","Arab_Barometer_1","q202","retroharmonize_labelled_spss_survey","q202 are you a member of any organization or formal groups",3,3,0
"ABI_English.sav","Arab_Barometer_1","q204","retroharmonize_labelled_spss_survey","q204 generally speaking, would you say that most people can be trusted",4,4,0
"ABI_English.sav","Arab_Barometer_1","q205","retroharmonize_labelled_spss_survey","q205 generally speaking, how safe is living in this city town village",6,6,0
"ABI_English.sav","Arab_Barometer_1","q206","retroharmonize_labelled_spss_survey","q206 compared to the situation in this city town village a few years ago 3 5",6,6,0
"ABI_English.sav","Arab_Barometer_1","q207","retroharmonize_labelled_spss_survey","q207 did you participate in the elections on [country name]",6,6,0
"ABI_English.sav","Arab_Barometer_1","q210","retroharmonize_labelled_spss_survey","q210 during the last national election in [country name], did you attend a camp",5,5,0
"ABI_English.sav","Arab_Barometer_1","q211","retroharmonize_labelled_spss_survey","q211 on the whole, how would you rate the freeness and fairness of the last nat",6,6,0
"ABI_English.sav","Arab_Barometer_1","q212","retroharmonize_labelled_spss_survey","q212 was there a real difference in the electoral platforms of the candidates i",5,5,0
"ABI_English.sav","Arab_Barometer_1","q2131","retroharmonize_labelled_spss_survey","q213 1 based on your experience, how easy or difficult is it to obtain the foll",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2132","retroharmonize_labelled_spss_survey","q213 2 based on your experience, how easy or difficult is it to obtain the foll",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2133","retroharmonize_labelled_spss_survey","q213 3 based on your experience, how easy or difficult is it to obtain the foll",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2134","retroharmonize_labelled_spss_survey","q213 4 based on your experience, how easy or difficult is it to obtain the foll",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2135","retroharmonize_labelled_spss_survey","q213 5 based on your experience, how easy or difficult is it to obtain the foll",7,7,0
"ABI_English.sav","Arab_Barometer_1","q214","retroharmonize_labelled_spss_survey","q214 generally speaking, how would you describe the present political situation",6,6,0
"ABI_English.sav","Arab_Barometer_1","q215","retroharmonize_labelled_spss_survey","q215 generally speaking, how interested would you say you are in politics",7,7,0
"ABI_English.sav","Arab_Barometer_1","q216","retroharmonize_labelled_spss_survey","q216 how often do you follow news about politics and government in [country nam",6,6,0
"ABI_English.sav","Arab_Barometer_1","q217","retroharmonize_labelled_spss_survey","q217 what is your most important source of information about local politics and",10,10,0
"ABI_English.sav","Arab_Barometer_1","q219","retroharmonize_labelled_spss_survey","q219 how much impact do you feel government policies have on your daily life",8,8,0
"ABI_English.sav","Arab_Barometer_1","q221","retroharmonize_labelled_spss_survey","q221 do you agree or disagree with the following statement <U+0093>people should alw",7,7,0
"ABI_English.sav","Arab_Barometer_1","q222","retroharmonize_labelled_spss_survey","q222 how often do you use the internet",7,7,0
"ABI_English.sav","Arab_Barometer_1","q224","retroharmonize_labelled_spss_survey","q224 during the last five years, how much time, if any, have you spent in eithe",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2251","retroharmonize_labelled_spss_survey","q225 1 how much do you agree or disagree with the following statements competi",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2252","retroharmonize_labelled_spss_survey","q225 2 how much do you agree or disagree with the following statements politic",6,6,0
"ABI_English.sav","Arab_Barometer_1","q226","retroharmonize_labelled_spss_survey","q226 during the past five years, have you ever used wasta to achieve something",4,4,0
"ABI_English.sav","Arab_Barometer_1","q227","retroharmonize_labelled_spss_survey","q227 please list the type of wasta",8,8,0
"ABI_English.sav","Arab_Barometer_1","q228","retroharmonize_labelled_spss_survey","q228 if you were to have a dispute with another citizen, would you try to resol",4,4,0
"ABI_English.sav","Arab_Barometer_1","q2301","retroharmonize_labelled_spss_survey","q230 1 here is a list of actions that people sometimes take as citizens for eac",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2302","retroharmonize_labelled_spss_survey","q230 2 here is a list of actions that people sometimes take as citizens for ea",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2311","retroharmonize_labelled_spss_survey","q231 1 people often differ in their views on the characteristics that are essen",9,9,0
"ABI_English.sav","Arab_Barometer_1","q2312","retroharmonize_labelled_spss_survey","q231 2 people often differ in their views on the characteristics that are essen",9,9,0
"ABI_English.sav","Arab_Barometer_1","q2321","retroharmonize_labelled_spss_survey","q232 1 to what extent do you agree disagree with the following statements in",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2322","retroharmonize_labelled_spss_survey","q232 2 to what extent do you agree disagree with the following statements dem",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2323","retroharmonize_labelled_spss_survey","q232 3 to what extent do you agree disagree with the following statements dem",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2324","retroharmonize_labelled_spss_survey","q232 4 to what extent do you agree disagree with the following statements dem",7,7,0
"ABI_English.sav","Arab_Barometer_1","q234","retroharmonize_labelled_spss_survey","q234 to what degree would you agree that the violation of human rights in [coun",7,7,0
"ABI_English.sav","Arab_Barometer_1","q235","retroharmonize_labelled_spss_survey","q235 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q236","retroharmonize_labelled_spss_survey","q236 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q237","retroharmonize_labelled_spss_survey","q237 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q238","retroharmonize_labelled_spss_survey","q238 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q239","retroharmonize_labelled_spss_survey","q239 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q240","retroharmonize_labelled_spss_survey","q240 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q241","retroharmonize_labelled_spss_survey","q241 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q242","retroharmonize_labelled_spss_survey","q242 using a 10 point scale, please give your opinion about the degree to which",7,7,0
"ABI_English.sav","Arab_Barometer_1","q243","retroharmonize_labelled_spss_survey","q243 where would you place your opinion about the degree to which democracy is",7,7,0
"ABI_English.sav","Arab_Barometer_1","q244","retroharmonize_labelled_spss_survey","q244 using a similar 10 point scale, where 1 means very unsatisfied and 10 mean",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2451","retroharmonize_labelled_spss_survey","q245 1 i'm going to describe various types of political systems and ask what yo",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2452","retroharmonize_labelled_spss_survey","q245 2 i'm going to describe various types of political systems and ask what yo",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2453","retroharmonize_labelled_spss_survey","q245 3 i'm going to describe various types of political systems and ask what yo",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2454","retroharmonize_labelled_spss_survey","q245 4 i'm going to describe various types of political systems and ask what yo",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2461","retroharmonize_labelled_spss_survey","q246 1 i'm going to describe various types of political systems that exist in t",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2462","retroharmonize_labelled_spss_survey","q246 2 i'm going to describe various types of political systems that exist in t",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2463","retroharmonize_labelled_spss_survey","q246 3 i'm going to describe various types of political systems that exist in t",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2464","retroharmonize_labelled_spss_survey","q246 4 i'm going to describe various types of political systems that exist in t",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2471","retroharmonize_labelled_spss_survey","q247 1 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2472","retroharmonize_labelled_spss_survey","q247 2 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2473","retroharmonize_labelled_spss_survey","q247 3 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2474","retroharmonize_labelled_spss_survey","q247 4 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2475","retroharmonize_labelled_spss_survey","q247 5 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2476","retroharmonize_labelled_spss_survey","q247 6 now let's speak about the present government in this country how well o",8,8,0
"ABI_English.sav","Arab_Barometer_1","q248withoutpalestine","retroharmonize_labelled_spss_survey","q248withoutpalestine which of the following is the most important problem facin",10,10,0
"ABI_English.sav","Arab_Barometer_1","q248donlypalestine","retroharmonize_labelled_spss_survey","q248onlypalestine which of the following is the most important problem facing [",8,8,0
"ABI_English.sav","Arab_Barometer_1","q249withoutpalestine","retroharmonize_labelled_spss_survey","q249withoutpalestine which of the following is the second most important proble",9,9,0
"ABI_English.sav","Arab_Barometer_1","q249onlypalestine","retroharmonize_labelled_spss_survey","q249onlypalestine which of the following is the second most important problem f",8,8,0
"ABI_English.sav","Arab_Barometer_1","q2501","retroharmonize_labelled_spss_survey","q250 1 how likely is it that the government will solve the two problems you ide",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2502","retroharmonize_labelled_spss_survey","q250 2 how likely is it that the government will solve the two problems you ide",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2511","retroharmonize_labelled_spss_survey","q251 1 now i am going to read to you a list of statements that describe how peo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2512","retroharmonize_labelled_spss_survey","q251 2 now i am going to read to you a list of statements that describe how peo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2513","retroharmonize_labelled_spss_survey","q251 3 now i am going to read to you a list of statements that describe how peo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2514","retroharmonize_labelled_spss_survey","q251 4 now i am going to read to you a list of statements that describe how peo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q252","retroharmonize_labelled_spss_survey","q252 in your opinion, how much power does the legislature have in determining t",6,6,0
"ABI_English.sav","Arab_Barometer_1","q253","retroharmonize_labelled_spss_survey","q253 here are some statements that describe how widespread corruption and bribe",6,6,0
"ABI_English.sav","Arab_Barometer_1","q254","retroharmonize_labelled_spss_survey","q254 in your opinion, to what extent is the government working to crackdown on",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2551","retroharmonize_labelled_spss_survey","q255 1 people sometimes talk about the factors that make a person qualified for",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2552","retroharmonize_labelled_spss_survey","q255 2 people sometimes talk about the factors that make a person qualified for",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2553","retroharmonize_labelled_spss_survey","q255 3 people sometimes talk about the factors that make a person qualified for",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2554","retroharmonize_labelled_spss_survey","q255 4 people sometimes talk about the factors that make a person qualified for",6,6,0
"ABI_English.sav","Arab_Barometer_1","q2561","retroharmonize_labelled_spss_survey","q256 1 what factors would you consider when voting for candidates in an electio",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2562","retroharmonize_labelled_spss_survey","q256 2 what factors would you consider when voting for candidates in an electio",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2563","retroharmonize_labelled_spss_survey","q256 3 what factors would you consider when voting for candidates in an electio",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2564","retroharmonize_labelled_spss_survey","q256 4 what factors would you consider when voting for candidates in an electio",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2565","retroharmonize_labelled_spss_survey","q256 5 what factors would you consider when voting for candidates in an electio",7,7,0
"ABI_English.sav","Arab_Barometer_1","q2571","retroharmonize_labelled_spss_survey","q257 1 can you remember the name of the foreign minister",5,5,0
"ABI_English.sav","Arab_Barometer_1","q2572","retroharmonize_labelled_spss_survey","q257 2 can you remember the name of the speaker leader of parliament",5,5,0
"ABI_English.sav","Arab_Barometer_1","q301","retroharmonize_labelled_spss_survey","q301 which of the following best describes you",8,8,0
"ABI_English.sav","Arab_Barometer_1","q3021","retroharmonize_labelled_spss_survey","q302 1 which of the following is the first most important to you from the follo",11,11,0
"ABI_English.sav","Arab_Barometer_1","q3022","retroharmonize_labelled_spss_survey","q302 2 which of the following is the second most important to you from the foll",11,11,0
"ABI_English.sav","Arab_Barometer_1","q3031","retroharmonize_labelled_spss_survey","q303 1 which of the following groups you do wish to have as neighbors follower",5,5,0
"ABI_English.sav","Arab_Barometer_1","q3032","retroharmonize_labelled_spss_survey","q303 2 which of the following groups you do wish to have as neighbors people o",6,6,0
"ABI_English.sav","Arab_Barometer_1","q3033","retroharmonize_labelled_spss_survey","q303 3 which of the following groups you do wish to have as neighbors immigran",6,6,0
"ABI_English.sav","Arab_Barometer_1","q304","retroharmonize_labelled_spss_survey","q304 religion, race, color, gender must not be an obstacle for any [country na",6,6,0
"ABI_English.sav","Arab_Barometer_1","q305","retroharmonize_labelled_spss_survey","q305 have you considered emigrating from [country name]",6,6,0
"ABI_English.sav","Arab_Barometer_1","q306","retroharmonize_labelled_spss_survey","q306 how proud are you to be a [nationality of country name]",7,7,0
"ABI_English.sav","Arab_Barometer_1","q4011","retroharmonize_labelled_spss_survey","q401 1 how much do you agree or disagree with each of the following statements",6,6,0
"ABI_English.sav","Arab_Barometer_1","q4012","retroharmonize_labelled_spss_survey","q401 2 how much do you agree or disagree with each of the following statements",6,6,0
"ABI_English.sav","Arab_Barometer_1","q4013","retroharmonize_labelled_spss_survey","q401 3 how much do you agree or disagree with each of the following statements",7,7,0
"ABI_English.sav","Arab_Barometer_1","q4014","retroharmonize_labelled_spss_survey","q401 4 how much do you agree or disagree with each of the following statements",7,7,0
"ABI_English.sav","Arab_Barometer_1","q4021","retroharmonize_labelled_spss_survey","q402 1 in your opinion, how important is each of the following principles as a",7,7,0
"ABI_English.sav","Arab_Barometer_1","q4022","retroharmonize_labelled_spss_survey","q402 2 in your opinion, how important is each of the following principles as a",7,7,0
"ABI_English.sav","Arab_Barometer_1","q4023","retroharmonize_labelled_spss_survey","q402 3 in your opinion, how important is each of the following principles as a",7,7,0
"ABI_English.sav","Arab_Barometer_1","q501","retroharmonize_labelled_spss_survey","q501 if a lottery was available in [country name] and you had the opportunity t",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5021","retroharmonize_labelled_spss_survey","q502 1 when you consider what a suitable spouse is for your son or daughter, wo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5022","retroharmonize_labelled_spss_survey","q502 2 when you consider what a suitable spouse is for your son or daughter, wo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5023","retroharmonize_labelled_spss_survey","q502 3 when you consider what a suitable spouse is for your son or daughter, wo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5024","retroharmonize_labelled_spss_survey","q502 4 when you consider what a suitable spouse is for your son or daughter, wo",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5025","retroharmonize_labelled_spss_survey","q502 5 when you consider what a suitable spouse is for your son or daughter, wo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5026","retroharmonize_labelled_spss_survey","q502 6 when you consider what a suitable spouse is for your son or daughter, wo",6,6,0
"ABI_English.sav","Arab_Barometer_1","q503","retroharmonize_labelled_spss_survey","q503 which of these is the most important characteristic s he must have",10,10,0
"ABI_English.sav","Arab_Barometer_1","q5041","retroharmonize_labelled_spss_survey","q504 1 muslim scholars and jurists sometimes disagree about the proper interpre",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5042","retroharmonize_labelled_spss_survey","q504 2 muslim scholars and jurists sometimes disagree about the proper interpre",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5043","retroharmonize_labelled_spss_survey","q504 3 muslim scholars and jurists sometimes disagree about the proper interpre",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5044","retroharmonize_labelled_spss_survey","q504 4 muslim scholars and jurists sometimes disagree about the proper interpre",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5045","retroharmonize_labelled_spss_survey","q504 5 muslim scholars and jurists sometimes disagree about the proper interpre",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5046","retroharmonize_labelled_spss_survey","q504 6 muslim scholars and jurists sometimes disagree about the proper interpre",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5051","retroharmonize_labelled_spss_survey","505 1 the following questions are your personal opinions about the principles t",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5052","retroharmonize_labelled_spss_survey","505 2 the following questions are your personal opinions about the principles t",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5053","retroharmonize_labelled_spss_survey","505 3 the following questions are your personal opinions about the principles t",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5054","retroharmonize_labelled_spss_survey","505 4 the following questions are your personal opinions about the principles t",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5055","retroharmonize_labelled_spss_survey","505 5 the following questions are your personal opinions about the principles t",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5056","retroharmonize_labelled_spss_survey","505 6 the following questions are your personal opinions about the principles t",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5057","retroharmonize_labelled_spss_survey","505 7 the following questions are your personal opinions about the principles t",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5061","retroharmonize_labelled_spss_survey","q506 1 what is the importance of a person's professional qualifications in obta",5,5,0
"ABI_English.sav","Arab_Barometer_1","q5062","retroharmonize_labelled_spss_survey","q506 2 what is the importance of a person's professional qualifications in obta",5,5,0
"ABI_English.sav","Arab_Barometer_1","q5063","retroharmonize_labelled_spss_survey","q506 3 what is the importance of a person's professional qualifications in obta",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5071","retroharmonize_labelled_spss_survey","q507 1 do you agree disagree with the following statements government official",7,7,0
"ABI_English.sav","Arab_Barometer_1","q5072","retroharmonize_labelled_spss_survey","q507 2 do you agree disagree with the following statements our political leade",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5073","retroharmonize_labelled_spss_survey","q507 3 do you agree disagree with the following statements government official",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5074","retroharmonize_labelled_spss_survey","q507 4 do you agree disagree with the following statements our government crea",6,6,0
"ABI_English.sav","Arab_Barometer_1","q5075","retroharmonize_labelled_spss_survey","q507 5 do you agree disagree with the following statements sometimes politics",7,7,0
"ABI_English.sav","Arab_Barometer_1","q601","retroharmonize_labelled_spss_survey","q601 some people have said that the arab world lags behind other regions which",5,5,0
"ABI_English.sav","Arab_Barometer_1","q602","retroharmonize_labelled_spss_survey","q602 do you agree that the arab league has been effective in promoting arab uni",7,7,0
"ABI_English.sav","Arab_Barometer_1","q6031","retroharmonize_labelled_spss_survey","q603 1 do you think the following operations are terrorist operations or not a",7,7,0
"ABI_English.sav","Arab_Barometer_1","q6032","retroharmonize_labelled_spss_survey","q603 2 do you think the following operations are terrorist operations or not e",7,7,0
"ABI_English.sav","Arab_Barometer_1","q6033","retroharmonize_labelled_spss_survey","q603 3 do you think the following operations are terrorist operations or not l",6,6,0
"ABI_English.sav","Arab_Barometer_1","q6034","retroharmonize_labelled_spss_survey","q603 4 do you think the following operations are terrorist operations or not m",7,7,0
"ABI_English.sav","Arab_Barometer_1","q6035","retroharmonize_labelled_spss_survey","q603 5 do you think the following operations are terrorist operations or not c",7,7,0
"ABI_English.sav","Arab_Barometer_1","q604","retroharmonize_labelled_spss_survey","q604 do you agree with the following statement us involvement in the region ju",7,7,0
"ABI_English.sav","Arab_Barometer_1","q605","retroharmonize_labelled_spss_survey","q605 do you agree that armed groups are justified in attacking civilians in ira",7,7,0
"ABI_English.sav","Arab_Barometer_1","q606","retroharmonize_labelled_spss_survey","q606 do you agree with the following statement us democracy promotion in the r",8,8,0
"ABI_English.sav","Arab_Barometer_1","q607","retroharmonize_labelled_spss_survey","q607 do you agree with the following statement despite negative us foreign pol",6,6,0
"ABI_English.sav","Arab_Barometer_1","q608","retroharmonize_labelled_spss_survey","q608 do you agree with the following statement the culture of us and other wes",5,5,0
"ABI_English.sav","Arab_Barometer_1","q609","retroharmonize_labelled_spss_survey","q609 do you agree with the following statement exposure to the culture of the",8,8,0
"ABI_English.sav","Arab_Barometer_1","q610","retroharmonize_labelled_spss_survey","q610 which of the following statements best expresses your opinion about the pr",5,5,0
"ABI_English.sav","Arab_Barometer_1","q611","retroharmonize_labelled_spss_survey","q611 do you agree with the following statement the government does all it can",7,7,0
"ABI_English.sav","Arab_Barometer_1","q612","retroharmonize_labelled_spss_survey","q612 why doesn't the government do all it can to provide all services to the pe",8,8,0
"ABI_English.sav","Arab_Barometer_1","q6131","retroharmonize_labelled_spss_survey","q613 1 to what extent do you think parliament has a role in deciding the follow",8,8,0
"ABI_English.sav","Arab_Barometer_1","q6132","retroharmonize_labelled_spss_survey","q613 2 to what extent do you think parliament has a role in deciding the follow",8,8,0
"ABI_English.sav","Arab_Barometer_1","q6133","retroharmonize_labelled_spss_survey","q613 3 to what extent do you think parliament has a role in deciding the follow",8,8,0
"ABI_English.sav","Arab_Barometer_1","q701","numeric","q701 exact age without morocco",0,0,0
"ABI_English.sav","Arab_Barometer_1","q701agecategories","retroharmonize_labelled_spss_survey","gecategories age recoded in seven categories",7,7,0
"ABI_English.sav","Arab_Barometer_1","q702","retroharmonize_labelled_spss_survey","q702 sex",3,3,0
"ABI_English.sav","Arab_Barometer_1","q703","retroharmonize_labelled_spss_survey","q703 level of education",8,8,0
"ABI_English.sav","Arab_Barometer_1","q703dichotomous","retroharmonize_labelled_spss_survey","ichotomous literacy",2,2,0
"ABI_English.sav","Arab_Barometer_1","q704","retroharmonize_labelled_spss_survey","q704 employment status",3,3,0
"ABI_English.sav","Arab_Barometer_1","q705","retroharmonize_labelled_spss_survey","q705 are you",6,6,0
"ABI_English.sav","Arab_Barometer_1","q706","retroharmonize_labelled_spss_survey","q706 are you employed full time or part time",6,6,0
"ABI_English.sav","Arab_Barometer_1","q707","retroharmonize_labelled_spss_survey","q707 in what profession occupation do you or did you work if more than one j",18,18,0
"ABI_English.sav","Arab_Barometer_1","q708","retroharmonize_labelled_spss_survey","q708 employment sector",6,6,0
"ABI_English.sav","Arab_Barometer_1","q709","retroharmonize_labelled_spss_survey","q709 marital status",5,5,0
"ABI_English.sav","Arab_Barometer_1","q710","retroharmonize_labelled_spss_survey","q710 if you are married, in what profession occupation does your spouse work",17,17,0
"ABI_English.sav","Arab_Barometer_1","q711","retroharmonize_labelled_spss_survey","q711 religion",7,7,0
"ABI_English.sav","Arab_Barometer_1","q712","retroharmonize_labelled_spss_survey","q712 how often do you read the quran",8,8,0
"ABI_English.sav","Arab_Barometer_1","q713","retroharmonize_labelled_spss_survey","q713 do you pray",4,4,0
"ABI_English.sav","Arab_Barometer_1","q714","retroharmonize_labelled_spss_survey","q714 do you pray at",6,6,0
"ABI_English.sav","Arab_Barometer_1","q714a","retroharmonize_labelled_spss_survey","in general, would you describe yourself as",7,7,0
"ABI_English.sav","Arab_Barometer_1","q715withoutmorocco","retroharmonize_labelled_spss_survey","q715withoutmorocco monthly income for individual in [country currency]",5,5,0
"ABI_English.sav","Arab_Barometer_1","q716withoutmorocco","retroharmonize_labelled_spss_survey","q716withoutmorocco monthly income of family in [country currency]",5,5,0
"ABI_English.sav","Arab_Barometer_1","V715onlymorocco","retroharmonize_labelled_spss_survey","v715onlymorocco monthly income for individual in [country currency]",12,12,0
"ABI_English.sav","Arab_Barometer_1","V716onlymorocco","retroharmonize_labelled_spss_survey","v716onlymorocco monthly income of family in [country currency]",12,12,0
"ABI_English.sav","Arab_Barometer_1","q715incomedeciles","retroharmonize_labelled_spss_survey","ncomedeciles monthly individual income by approximated deciles",2,2,0
"ABI_English.sav","Arab_Barometer_1","q716incomedeciles","retroharmonize_labelled_spss_survey","ncomedeciles monthly family income by approximated deciles",2,2,0
"ABI_English.sav","Arab_Barometer_1","q717","retroharmonize_labelled_spss_survey","q717 country of origin",7,7,0
"ABII_English.sav","Arab_Barometer_2","rowid","character","unique identifier in abii_english",0,0,0
"ABII_English.sav","Arab_Barometer_2","qid","numeric","qid questionnaire id number",0,0,0
"ABII_English.sav","Arab_Barometer_2","country","retroharmonize_labelled_spss_survey","country country of study",22,22,0
"ABII_English.sav","Arab_Barometer_2","a1","retroharmonize_labelled_spss_survey","a1 region",5,5,0
"ABII_English.sav","Arab_Barometer_2","v1","retroharmonize_labelled_spss_survey","v1 region 2",8,8,0
"ABII_English.sav","Arab_Barometer_2","q1","retroharmonize_labelled_spss_survey","q1 province governorate state",150,150,0
"ABII_English.sav","Arab_Barometer_2","q13","retroharmonize_labelled_spss_survey","q13 urban rural",2,2,0
"ABII_English.sav","Arab_Barometer_2","v13","retroharmonize_labelled_spss_survey","v13 name of place",3,3,0
"ABII_English.sav","Arab_Barometer_2","samp","retroharmonize_labelled_spss_survey","samp sample",2,2,0
"ABII_English.sav","Arab_Barometer_2","q101","retroharmonize_labelled_spss_survey","q101 how would you evaluate the current economic situation in your country",7,7,0
"ABII_English.sav","Arab_Barometer_2","q102","retroharmonize_labelled_spss_survey","q102 what do you think will be the economic situation in your country during the next few years 3 5 years compared to the current situation",8,8,0
"ABII_English.sav","Arab_Barometer_2","q103","retroharmonize_labelled_spss_survey","q103 generally speaking, do you think most people are trustworthy or not",5,5,0
"ABII_English.sav","Arab_Barometer_2","q104","retroharmonize_labelled_spss_survey","q104 do you think about emigrating from your country",74,74,0
"ABII_English.sav","Arab_Barometer_2","q105","retroharmonize_labelled_spss_survey","q105 do you currently feel that your own personal as well as your family’s safety and security are ensured or not",7,7,0
"ABII_English.sav","Arab_Barometer_2","te105","retroharmonize_labelled_spss_survey","te105 compared to this time last year, do you feel that your own personal and your family’s safety and security are now",6,6,0
"ABII_English.sav","Arab_Barometer_2","q106","retroharmonize_labelled_spss_survey","q106 to what extent do you feel that you are being treated equally to other citizens in your country",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2011","retroharmonize_labelled_spss_survey","q2011 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 1 the government the cabinet",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2012","retroharmonize_labelled_spss_survey","q2012 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 2 the judiciary the courts",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2013","retroharmonize_labelled_spss_survey","q2013 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 3 the elected council of representatives the parliament",7,7,0
"ABII_English.sav","Arab_Barometer_2","sa2013","retroharmonize_labelled_spss_survey","sa2013 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 3 the shura council",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2014","retroharmonize_labelled_spss_survey","q2014 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 4 public security the police",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2015","retroharmonize_labelled_spss_survey","q2015 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 5 political parties",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2016","retroharmonize_labelled_spss_survey","q2016 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 6 the armed forces the army",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2017","retroharmonize_labelled_spss_survey","q2017 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 7 civil society institutions associations, clubs, volunteer youth groups, etc",7,7,0
"ABII_English.sav","Arab_Barometer_2","q2018","retroharmonize_labelled_spss_survey","q2018 i will name a number of institutions, and i would like you to tell me to what extent you trust each of them 8 the supreme council of the armed forces",7,7,0
