"id","country","eval_parl_num","eval_parl_cat","wave"
"ABIII_English_3690","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3691","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3692","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3693","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3694","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3695","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3696","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3697","Jordan",1,"not_free","ABIII"
"ABIII_English_3698","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3699","Jordan",1,"not_free","ABIII"
"ABIII_English_3700","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3701","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3702","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3703","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3704","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3705","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3706","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3707","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3708","Jordan",1,"not_free","ABIII"
"ABIII_English_3709","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3710","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3711","Jordan",1,"not_free","ABIII"
"ABIII_English_3712","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3713","Jordan",1,"not_free","ABIII"
"ABIII_English_3714","Jordan",1,"not_free","ABIII"
"ABIII_English_3715","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3716","Jordan",1,"not_free","ABIII"
"ABIII_English_3717","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3718","Jordan",1,"not_free","ABIII"
"ABIII_English_3719","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3720","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3721","Jordan",1,"not_free","ABIII"
"ABIII_English_3722","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3723","Jordan",1,"not_free","ABIII"
"ABIII_English_3724","Jordan",1,"not_free","ABIII"
"ABIII_English_3725","Jordan",1,"not_free","ABIII"
"ABIII_English_3726","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3727","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3728","Jordan",1,"not_free","ABIII"
"ABIII_English_3729","Jordan",1,"not_free","ABIII"
"ABIII_English_3730","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3731","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3732","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3733","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3734","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3735","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3736","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3737","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3738","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3739","Jordan",1,"not_free","ABIII"
"ABIII_English_3740","Jordan",1,"not_free","ABIII"
"ABIII_English_3741","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3742","Jordan",1,"not_free","ABIII"
"ABIII_English_3743","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3744","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3745","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3746","Jordan",1,"not_free","ABIII"
"ABIII_English_3747","Jordan",1,"not_free","ABIII"
"ABIII_English_3748","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3749","Jordan",1,"not_free","ABIII"
"ABIII_English_3750","Jordan",1,"not_free","ABIII"
"ABIII_English_3751","Jordan",1,"not_free","ABIII"
"ABIII_English_3752","Jordan",1,"not_free","ABIII"
"ABIII_English_3753","Jordan",1,"not_free","ABIII"
"ABIII_English_3754","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3755","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3756","Jordan",1,"not_free","ABIII"
"ABIII_English_3757","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3758","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3759","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3760","Jordan",1,"not_free","ABIII"
"ABIII_English_3761","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3762","Jordan",1,"not_free","ABIII"
"ABIII_English_3763","Jordan",1,"not_free","ABIII"
"ABIII_English_3764","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3765","Jordan",1,"not_free","ABIII"
"ABIII_English_3766","Jordan",1,"not_free","ABIII"
"ABIII_English_3767","Jordan",1,"not_free","ABIII"
"ABIII_English_3768","Jordan",1,"not_free","ABIII"
"ABIII_English_3769","Jordan",1,"not_free","ABIII"
"ABIII_English_3770","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3771","Jordan",1,"not_free","ABIII"
"ABIII_English_3772","Jordan",1,"not_free","ABIII"
"ABIII_English_3773","Jordan",1,"not_free","ABIII"
"ABIII_English_3774","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3775","Jordan",1,"not_free","ABIII"
"ABIII_English_3776","Jordan",1,"not_free","ABIII"
"ABIII_English_3777","Jordan",1,"not_free","ABIII"
"ABIII_English_3778","Jordan",1,"not_free","ABIII"
"ABIII_English_3779","Jordan",1,"not_free","ABIII"
"ABIII_English_3780","Jordan",1,"not_free","ABIII"
"ABIII_English_3781","Jordan",1,"not_free","ABIII"
"ABIII_English_3782","Jordan",1,"not_free","ABIII"
"ABIII_English_3783","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3784","Jordan",1,"not_free","ABIII"
"ABIII_English_3785","Jordan",1,"not_free","ABIII"
"ABIII_English_3786","Jordan",1,"not_free","ABIII"
"ABIII_English_3787","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3788","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3789","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3790","Jordan",1,"not_free","ABIII"
"ABIII_English_3791","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3792","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3793","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3794","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3795","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3796","Jordan",1,"not_free","ABIII"
"ABIII_English_3797","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3798","Jordan",1,"not_free","ABIII"
"ABIII_English_3799","Jordan",1,"not_free","ABIII"
"ABIII_English_3800","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3801","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3802","Jordan",1,"not_free","ABIII"
"ABIII_English_3803","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3804","Jordan",1,"not_free","ABIII"
"ABIII_English_3805","Jordan",1,"not_free","ABIII"
"ABIII_English_3806","Jordan",1,"not_free","ABIII"
"ABIII_English_3807","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3808","Jordan",1,"not_free","ABIII"
"ABIII_English_3809","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3810","Jordan",1,"not_free","ABIII"
"ABIII_English_3811","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3812","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3813","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3814","Jordan",1,"not_free","ABIII"
"ABIII_English_3815","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3816","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3817","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3818","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3819","Jordan",1,"not_free","ABIII"
"ABIII_English_3820","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3821","Jordan",1,"not_free","ABIII"
"ABIII_English_3822","Jordan",1,"not_free","ABIII"
"ABIII_English_3823","Jordan",1,"not_free","ABIII"
"ABIII_English_3824","Jordan",1,"not_free","ABIII"
"ABIII_English_3825","Jordan",1,"not_free","ABIII"
"ABIII_English_3826","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3827","Jordan",1,"not_free","ABIII"
"ABIII_English_3828","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3829","Jordan",1,"not_free","ABIII"
"ABIII_English_3830","Jordan",1,"not_free","ABIII"
"ABIII_English_3831","Jordan",1,"not_free","ABIII"
"ABIII_English_3832","Jordan",1,"not_free","ABIII"
"ABIII_English_3833","Jordan",1,"not_free","ABIII"
"ABIII_English_3834","Jordan",1,"not_free","ABIII"
"ABIII_English_3835","Jordan",1,"not_free","ABIII"
"ABIII_English_3836","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3837","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3838","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3839","Jordan",1,"not_free","ABIII"
"ABIII_English_3840","Jordan",1,"not_free","ABIII"
"ABIII_English_3841","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3842","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3843","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3844","Jordan",1,"not_free","ABIII"
"ABIII_English_3845","Jordan",1,"not_free","ABIII"
"ABIII_English_3846","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3847","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3848","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3849","Jordan",1,"not_free","ABIII"
"ABIII_English_3850","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3851","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3852","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3853","Jordan",1,"not_free","ABIII"
"ABIII_English_3854","Jordan",1,"not_free","ABIII"
"ABIII_English_3855","Jordan",1,"not_free","ABIII"
"ABIII_English_3856","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3857","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3858","Jordan",1,"not_free","ABIII"
"ABIII_English_3859","Jordan",1,"not_free","ABIII"
"ABIII_English_3860","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3861","Jordan",1,"not_free","ABIII"
"ABIII_English_3862","Jordan",1,"not_free","ABIII"
"ABIII_English_3863","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3864","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3865","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3866","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3867","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3868","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3869","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3870","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3871","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3872","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3873","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3874","Jordan",1,"not_free","ABIII"
"ABIII_English_3875","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3876","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3877","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3878","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3879","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3880","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3881","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3882","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3883","Jordan",1,"not_free","ABIII"
"ABIII_English_3884","Jordan",1,"not_free","ABIII"
"ABIII_English_3885","Jordan",1,"not_free","ABIII"
"ABIII_English_3886","Jordan",1,"not_free","ABIII"
"ABIII_English_3887","Jordan",1,"not_free","ABIII"
"ABIII_English_3888","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3889","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3890","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3891","Jordan",1,"not_free","ABIII"
"ABIII_English_3892","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3893","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3894","Jordan",1,"not_free","ABIII"
"ABIII_English_3895","Jordan",1,"not_free","ABIII"
"ABIII_English_3896","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3897","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3898","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3899","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3900","Jordan",1,"not_free","ABIII"
"ABIII_English_3901","Jordan",1,"not_free","ABIII"
"ABIII_English_3902","Jordan",1,"not_free","ABIII"
"ABIII_English_3903","Jordan",1,"not_free","ABIII"
"ABIII_English_3904","Jordan",1,"not_free","ABIII"
"ABIII_English_3905","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3906","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3907","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3908","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3909","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3910","Jordan",1,"not_free","ABIII"
"ABIII_English_3911","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3912","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3913","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3914","Jordan",1,"not_free","ABIII"
"ABIII_English_3915","Jordan",1,"not_free","ABIII"
"ABIII_English_3916","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3917","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3918","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3919","Jordan",1,"not_free","ABIII"
"ABIII_English_3920","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3921","Jordan",1,"not_free","ABIII"
"ABIII_English_3922","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3923","Jordan",6,"declined","ABIII"
"ABIII_English_3924","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3925","Jordan",1,"not_free","ABIII"
"ABIII_English_3926","Jordan",1,"not_free","ABIII"
"ABIII_English_3927","Jordan",1,"not_free","ABIII"
"ABIII_English_3928","Jordan",1,"not_free","ABIII"
"ABIII_English_3929","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3930","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3931","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3932","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3933","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3934","Jordan",1,"not_free","ABIII"
"ABIII_English_3935","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3936","Jordan",1,"not_free","ABIII"
"ABIII_English_3937","Jordan",1,"not_free","ABIII"
"ABIII_English_3938","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3939","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3940","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3941","Jordan",1,"not_free","ABIII"
"ABIII_English_3942","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3943","Jordan",1,"not_free","ABIII"
"ABIII_English_3944","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3945","Jordan",1,"not_free","ABIII"
"ABIII_English_3946","Jordan",1,"not_free","ABIII"
"ABIII_English_3947","Jordan",1,"not_free","ABIII"
"ABIII_English_3948","Jordan",1,"not_free","ABIII"
"ABIII_English_3949","Jordan",1,"not_free","ABIII"
"ABIII_English_3950","Jordan",1,"not_free","ABIII"
"ABIII_English_3951","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3952","Jordan",1,"not_free","ABIII"
"ABIII_English_3953","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3954","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_3955","Jordan",1,"not_free","ABIII"
"ABIII_English_3956","Jordan",1,"not_free","ABIII"
"ABIII_English_3957","Jordan",1,"not_free","ABIII"
"ABIII_English_3958","Jordan",1,"not_free","ABIII"
"ABIII_English_3959","Jordan",1,"not_free","ABIII"
"ABIII_English_3960","Jordan",1,"not_free","ABIII"
"ABIII_English_3961","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3962","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3963","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3964","Jordan",1,"not_free","ABIII"
"ABIII_English_3965","Jordan",1,"not_free","ABIII"
"ABIII_English_3966","Jordan",1,"not_free","ABIII"
"ABIII_English_3967","Jordan",1,"not_free","ABIII"
"ABIII_English_3968","Jordan",1,"not_free","ABIII"
"ABIII_English_3969","Jordan",1,"not_free","ABIII"
"ABIII_English_3970","Jordan",1,"not_free","ABIII"
"ABIII_English_3971","Jordan",1,"not_free","ABIII"
"ABIII_English_3972","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3973","Jordan",1,"not_free","ABIII"
"ABIII_English_3974","Jordan",1,"not_free","ABIII"
"ABIII_English_3975","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3976","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3977","Jordan",1,"not_free","ABIII"
"ABIII_English_3978","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3979","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3980","Jordan",1,"not_free","ABIII"
"ABIII_English_3981","Jordan",1,"not_free","ABIII"
"ABIII_English_3982","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3983","Jordan",1,"not_free","ABIII"
"ABIII_English_3984","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3985","Jordan",1,"not_free","ABIII"
"ABIII_English_3986","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3987","Jordan",1,"not_free","ABIII"
"ABIII_English_3988","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3989","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_3990","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3991","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3992","Jordan",5,"do_not_know","ABIII"
"ABIII_English_3993","Jordan",1,"not_free","ABIII"
"ABIII_English_3994","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3995","Jordan",1,"not_free","ABIII"
"ABIII_English_3996","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3997","Jordan",1,"not_free","ABIII"
"ABIII_English_3998","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_3999","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4000","Jordan",1,"not_free","ABIII"
"ABIII_English_4001","Jordan",1,"not_free","ABIII"
"ABIII_English_4002","Jordan",1,"not_free","ABIII"
"ABIII_English_4003","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4004","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4005","Jordan",1,"not_free","ABIII"
"ABIII_English_4006","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4007","Jordan",1,"not_free","ABIII"
"ABIII_English_4008","Jordan",1,"not_free","ABIII"
"ABIII_English_4009","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4010","Jordan",1,"not_free","ABIII"
"ABIII_English_4011","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4012","Jordan",1,"not_free","ABIII"
"ABIII_English_4013","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4014","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4015","Jordan",1,"not_free","ABIII"
"ABIII_English_4016","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4017","Jordan",1,"not_free","ABIII"
"ABIII_English_4018","Jordan",1,"not_free","ABIII"
"ABIII_English_4019","Jordan",1,"not_free","ABIII"
"ABIII_English_4020","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4021","Jordan",1,"not_free","ABIII"
"ABIII_English_4022","Jordan",1,"not_free","ABIII"
"ABIII_English_4023","Jordan",1,"not_free","ABIII"
"ABIII_English_4024","Jordan",1,"not_free","ABIII"
"ABIII_English_4025","Jordan",1,"not_free","ABIII"
"ABIII_English_4026","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4027","Jordan",1,"not_free","ABIII"
"ABIII_English_4028","Jordan",1,"not_free","ABIII"
"ABIII_English_4029","Jordan",1,"not_free","ABIII"
"ABIII_English_4030","Jordan",1,"not_free","ABIII"
"ABIII_English_4031","Jordan",1,"not_free","ABIII"
"ABIII_English_4032","Jordan",1,"not_free","ABIII"
"ABIII_English_4033","Jordan",1,"not_free","ABIII"
"ABIII_English_4034","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4035","Jordan",1,"not_free","ABIII"
"ABIII_English_4036","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4037","Jordan",1,"not_free","ABIII"
"ABIII_English_4038","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4039","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4040","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4041","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4042","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4043","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4044","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4045","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4046","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4047","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4048","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4049","Jordan",1,"not_free","ABIII"
"ABIII_English_4050","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4051","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4052","Jordan",1,"not_free","ABIII"
"ABIII_English_4053","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4054","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4055","Jordan",1,"not_free","ABIII"
"ABIII_English_4056","Jordan",1,"not_free","ABIII"
"ABIII_English_4057","Jordan",1,"not_free","ABIII"
"ABIII_English_4058","Jordan",1,"not_free","ABIII"
"ABIII_English_4059","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4060","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4061","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4062","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4063","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4064","Jordan",1,"not_free","ABIII"
"ABIII_English_4065","Jordan",1,"not_free","ABIII"
"ABIII_English_4066","Jordan",1,"not_free","ABIII"
"ABIII_English_4067","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4068","Jordan",1,"not_free","ABIII"
"ABIII_English_4069","Jordan",1,"not_free","ABIII"
"ABIII_English_4070","Jordan",1,"not_free","ABIII"
"ABIII_English_4071","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4072","Jordan",1,"not_free","ABIII"
"ABIII_English_4073","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4074","Jordan",1,"not_free","ABIII"
"ABIII_English_4075","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4076","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4077","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4078","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4079","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4080","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4081","Jordan",1,"not_free","ABIII"
"ABIII_English_4082","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4083","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4084","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4085","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4086","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4087","Jordan",1,"not_free","ABIII"
"ABIII_English_4088","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4089","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4090","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4091","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4092","Jordan",1,"not_free","ABIII"
"ABIII_English_4093","Jordan",1,"not_free","ABIII"
"ABIII_English_4094","Jordan",1,"not_free","ABIII"
"ABIII_English_4095","Jordan",1,"not_free","ABIII"
"ABIII_English_4096","Jordan",1,"not_free","ABIII"
"ABIII_English_4097","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4098","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4099","Jordan",1,"not_free","ABIII"
"ABIII_English_4100","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4101","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4102","Jordan",1,"not_free","ABIII"
"ABIII_English_4103","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4104","Jordan",1,"not_free","ABIII"
"ABIII_English_4105","Jordan",1,"not_free","ABIII"
"ABIII_English_4106","Jordan",1,"not_free","ABIII"
"ABIII_English_4107","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4108","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4109","Jordan",1,"not_free","ABIII"
"ABIII_English_4110","Jordan",1,"not_free","ABIII"
"ABIII_English_4111","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4112","Jordan",1,"not_free","ABIII"
"ABIII_English_4113","Jordan",6,"declined","ABIII"
"ABIII_English_4114","Jordan",1,"not_free","ABIII"
"ABIII_English_4115","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4116","Jordan",1,"not_free","ABIII"
"ABIII_English_4117","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4118","Jordan",1,"not_free","ABIII"
"ABIII_English_4119","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4120","Jordan",1,"not_free","ABIII"
"ABIII_English_4121","Jordan",1,"not_free","ABIII"
"ABIII_English_4122","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4123","Jordan",1,"not_free","ABIII"
"ABIII_English_4124","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4125","Jordan",1,"not_free","ABIII"
"ABIII_English_4126","Jordan",1,"not_free","ABIII"
"ABIII_English_4127","Jordan",1,"not_free","ABIII"
"ABIII_English_4128","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4129","Jordan",1,"not_free","ABIII"
"ABIII_English_4130","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4131","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4132","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4133","Jordan",1,"not_free","ABIII"
"ABIII_English_4134","Jordan",1,"not_free","ABIII"
"ABIII_English_4135","Jordan",1,"not_free","ABIII"
"ABIII_English_4136","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4137","Jordan",3,"some_minor_problems","ABIII"
"ABIII_English_4138","Jordan",1,"not_free","ABIII"
"ABIII_English_4139","Jordan",4,"free_and_fair","ABIII"
"ABIII_English_4140","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4141","Jordan",2,"some_major_problems","ABIII"
"ABIII_English_4142","Jordan",1,"not_free","ABIII"
"ABIII_English_4143","Jordan",5,"do_not_know","ABIII"
"ABIII_English_4144","Jordan",1,"not_free","ABIII"
"ABIII_English_4145","Jordan",5,"do_not_know","ABIII"
